Author,Recommender,Title,category,google_id,pages,publication_date
Benson Bobrick,John Crowley,Angel in the Whirlwind,['Biography & Autobiography'],zQamXENAalkC,568.0,2007-10
Wallace Stegner,Bill Nye,Angle of Repose,['History'],3byOqsDeZd8C,560.0,2011-01-11
George Orwell,Jordan Peterson | J. Cole | Daniel Pink | Whitney Cummings | Vlad Tenev,Animal Farm,['Fiction'],bmmMDQAAQBAJ,632.0,2014-11-04
Leo Tolstoy,Oprah Winfrey | Jordan Peterson | Sam Altman | Chelsea Handler | Jennifer Lawrence | Laura R Walker,Anna Karenina,['Fiction'],zsF8xwh6N_MC,110.0,2011-10-11
Anne Frank,Alice Little,Anne Frank,['Fiction'],1DooDwAAQBAJ,896.0,2016
Jamaica Kincaid,Emma Watson,Annie John,"['Holocaust, Jewish (1939-1945)']",pdXOghTIc18C,223.0,1954
Carl Jung,Jordan Peterson,Answer to Job,['Fiction'],fBUDSWixVFoC,160.0,1997-06-30
Ayn Rand,Ev Williams,Anthem,['Psychology'],rtHrRAAACAAJ,121.0,1973
Nick Bostrom,Patrick Collison,Anthropic Bias,['Fiction'],lz2QMQ_kbVEC,108.0,2008-06
Nassim Nicholas Taleb,Naval Ravikant | Ev Williams | Matt Mullenweg | James Altucher | Vlad Tenev,Antifragile,['Philosophy'],2UpUAQAAQBAJ,240.0,2013-10-11
Elizabeth Strout,Barack Obama,Anything Is Possible,['Business & Economics'],QGaMDQAAQBAJ,519.0,2014
Michael Shellenberger,Scott Adams,Apocalypse Never,['Fiction'],wGR8DgAAQBAJ,254.0,2017
Diana Wynne Jones,Neil Gaiman,Archer's Goon,['Science'],Ol6xDwAAQBAJ,432.0,2020-06-30
Robert H. Reid,Keith Rabois,Architects of the Web,['Juvenile Fiction'],bws_hpAWZ5IC,336.0,2012-09-25
Sebastian Copeland,Richard Branson,Arctica,['Business & Economics'],mhKNPwAACAAJ,416.0,1999-02-22
Michael Walzer,Noam Chomsky,Arguing About War,['Travel'],dReDrgEACAAJ,304.0,2015-08-14
Paul Scharre,Bill Gates,Army of None,['Political Science'],sCkI0m7QffAC,224.0,2008-10-01
Arnold Schwarzenegger,Mr. Money Mustache,Arnold's Bodybuilding for Men,['History'],sjMsDwAAQBAJ,384.0,2018-04-24
Taraji P. Henson,Anna Kendrick,Around the Way Girl,['Sports & Recreation'],FmroaZn-EqUC,240.0,2012-07-17
Bonnie MacBird,Alan Kay,Art in the Blood,['Biography & Autobiography'],HCizCwAAQBAJ,256.0,2016-10-11
Andy Weir,Max Levchin,Artemis,['Fiction'],yOxeBwAAQBAJ,336.0,2015-08-27
Eoin Colfer,Shah Rukh Khan,Artemis Fowl,['Fiction'],qqg_DwAAQBAJ,305.0,2017
Raymond Arsenault,Barack Obama,Arthur Ashe,['Juvenile Fiction'],D9TKSKS74MwC,304.0,2009-08-07
James Allen,Tony Robbins | Shay Carl,As A Man Thinketh,['Biography & Autobiography'],ZLSkDwAAQBAJ,784.0,2019-08-20
William Faulkner,Oprah Winfrey,As I Lay Dying,"['Body, Mind & Spirit']",UHLkOSun1FoC,80.0,2007-04
Isaac Asimov,Patrick Collison,Asimov's New Guide to Science,['Fiction'],_8hqDwAAQBAJ,274.0,2018-10-02
John Fante,Neil Strauss,Ask the Dust,['Science'],9d8eGgAACAAJ,880.0,1993-05-01
Stephen A. Fulling,Eric Weinstein,Aspects of Quantum Field Theory in Curved Spacetime,['Fiction'],-o5G5KDewlcC,192.0,2010-05-18
Neil deGrasse Tyson,Vinod Khosla,Astrophysics for People in a Hurry,['Mathematics'],Zo5_3cmtFEUC,315.0,1989-08-24
William Seabrook,Ryan Holiday,Asylum,['Science'],hx5DDQAAQBAJ,144.0,2017-05-02
Lisa Halliday,Barack Obama,Asymmetry,['Biography & Autobiography'],wz_oCQAAQBAJ,288.0,2015-09-16
Bill Bryson,Mike Rowe,At Home,['Fiction'],3_UxDwAAQBAJ,288.0,2018-02-06
Stuart Kauffman,Naval Ravikant,At Home in the Universe,['Architecture'],WqxvlLwc2v8C,577.0,2011-10
Hana Ali,George Raveling,At Home with Muhammad Ali,['Science'],AQFpAgAAQBAJ,336.0,1996-11-21
Peter Matthiessen,Sebastian Junger,At Play in the Fields of the Lord,['Biography & Autobiography'],1rJuDwAAQBAJ,480.0,2019-05-07
Aimee Nezhukumatathil,Rolf Potts,At the Drive-In Volcano,['Fiction'],ZpfKJqF7CDsC,384.0,2012-05-02
Joshua Foer,Adam Savage,Atlas Obscura,['Poetry'],fN5lAAAAMAAJ,85.0,2007
Ayn Rand,Elon Musk | Ev Williams | Shah Rukh Khan | Brian Armstrong | Steve Jobs | Peter Thiel | Bryan Callen | Peter Diamandis | Amelia Boone | Travis Kalanick | Joe De Sena | Gabby Reece | Bob Metcalfe,Atlas Shrugged,['Travel'],KrXxCwAAQBAJ,480.0,2016-09-20
James Clear,Vinod Khosla | Tim Urban | Biz Stone,Atomic Habits,['Fiction'],bVyCd7da8OcC,1088.0,2005-04-21
Matthew White,Steven Pinker,Atrocities,['Business & Economics'],XfFvDwAAQBAJ,306.0,2018
Gilles Asselin,Derek Sivers,Au Contraire!,['History'],0-fQHlaIpR4C,669.0,2011-11-07
Roy Andries De Groot,Samin Nosrat,Auberge Of The Flowering Hearth,['Travel'],xO0wI3h5i_sC,308.0,2010
Charles Darwin,Paul Graham,Autobiographies,['Cooking'],UTtBHAAACAAJ,464.0,1996-06-01
Osho,Naval Ravikant,Autobiography of a Spiritually Incorrect Mystic,['Biography & Autobiography'],NLEtdnmeozQC,128.0,2006-04-27
Paramahansa Yogananda,Steve Jobs | Marc Benioff | Richa Chadha | Travis Brewer | Dan Engle,Autobiography of a Yogi,['Biography & Autobiography'],5cZU914avxsC,336.0,2001-06-09
Tyler Cowen,Ryan Holiday,Average Is Over,['Biography & Autobiography'],2d48DwAAQBAJ,640.0,2017-11-04
Mark Coleman,Chip Conley,Awake in the Wild,['Business & Economics'],CLDgDxHNu1oC,304.0,2013-09-12
Tony Robbins,Derek Sivers | Brian Koppelman,Awaken the Giant Within,['Religion'],AYHodn7hBYQC,264.0,2010-10-18
James Baraz,Bill Gates,Awakening Joy,['Self-Help'],iPpyLpX0Y1sC,544.0,2012-12-11
Tom Brown Jr.,Aubrey Marcus,Awakening Spirits,['Self-Help'],pPndTd37-7MC,305.0,2010-01
Oliver Sacks,Jordan Peterson,Awakenings,['Nature'],Kvj3AAAAIAAJ,217.0,1994
Dr. Daniel Siegel M.D.,Arianna Huffington,Aware,['Medical'],5r1aAAAAYAAJ,339.0,1973
Anthony De Mello,Naval Ravikant | Tim Ferriss | Peter Mallouk,Awareness,['Psychology'],X1NADwAAQBAJ,400.0,2018-08-21
Sarah Kay,Seth Godin,B,['Religion'],-Xw6jFD0eocC,184.0,1992
Samuel R. Delany,Tim O’Reilly,Babel-17 / Empire Star,['Poetry'],YPsQBwAAQBAJ,48.0,2015-04-28
Amy Kaufman,Judd Apatow,Bachelor Nation,['Fiction'],bpVaAAAAMAAJ,311.0,1969
Tawni O'Dell,Oprah Winfrey,Back Roads,['Bachelor (Television program)'],I-KCDwAAQBAJ,320.0,2019-02-05
Stuart Dischell,Rolf Potts,Backwards Days,['Fiction'],2lBf7Ap5y_cC,405.0,2001-01-01
John Carreyrou,Bill Gates,Bad Blood,['Poetry'],cVTHbjUg-HwC,63.0,2007
Roxane Gay,Emma Watson,Bad Feminist,['Business & Economics'],CcJFDwAAQBAJ,352.0,2018-05-21
Lee Child,Malcolm Gladwell,Bad Luck and Trouble,['Social Science'],AUhGAwAAQBAJ,336.0,2014-08-05
Ben Goldacre,Bryan Callen | Charles Poliquin,Bad Science,['Ex-police officers'],ifVuDwAAQBAJ,400.0,2018-06-05
Jim Bouton,Ben Shapiro | Aaron Gleeman,Ball Four,['Science'],rDT9MO0r0UYC,304.0,2010-10-12
Andrew C. McCarthy,Donald Trump,Ball of Collusion,['Sports & Recreation'],3cgcAQAAIAAJ,504.0,1990-07-26
Noel Streatfeild,J.K. Rowling,Ballet Shoes,['Political Science'],bD1RDwAAQBAJ,456.0,2019-08-13
William Finnegan,Barack Obama | Paul Graham,Barbarian Days,['Juvenile Fiction'],zoJLDwAAQBAJ,304.0,2018-11-06
Eric Barker,Tim Urban,Barking Up the Wrong Tree,['Biography & Autobiography'],GVgBDAAAQBAJ,464.0,2016-04-26
David Sedaris,Chelsea Handler,Barrel Fever,['Business & Economics'],EDzjDAAAQBAJ,320.0,2017-05-16
Nathan Jacobson,Eric Weinstein,Basic Algebra I,['Humor'],3FNOKVQvnNIC,208.0,2009-05-04
Thomas Sowell,Ben Shapiro,Basic Economics,['Mathematics'],JHFpv0tKiBAC,528.0,2012-12-11
Shea Serrano,Barack Obama,Basketball,,6pNVStJrYFYC,524.0,2011-02
Lloyd Bradley,Daniel Ek,Bass Culture,['Sports & Recreation'],i6tgDgAAQBAJ,240.0,2017-10-10
Doug Moench,Shah Rukh Khan,Batman,['Music'],mQSCmWUfxsgC,608.0,2001-08-30
Frank Miller,Naval Ravikant,Batman,['Comics & Graphic Novels'],qfBengEACAAJ,422.0,2014
James M. McPherson,Ta-Nehisi Coates,Battle Cry of Freedom,['Comics & Graphic Novels'],0GVdCwAAQBAJ,224.0,2016-02-16
Ardant du Picq,Jocko Willink,Battle Studies,['History'],GXfGuNAvm7AC,952.0,2003-12-11
Ram Dass,Steve Jobs | Jack Kornfield | Travis Brewer,Be Here Now,['History'],SWUezQEACAAJ,260.0,2019-11-14
William A. Gentry,Brené Brown,Be the Boss Everyone Wants to Work For,"['Body, Mind & Spirit']",U8cGWu0uPmIC,292.0,2010
Saatchi Charles,Shah Rukh Khan,Be the Worst You Can Be,['Business & Economics'],mJDxCwAAQBAJ,216.0,2016-08-29
Josh Bazell,Noah Kagan,Beat the Reaper,['Biography & Autobiography'],DJ82DwAAQBAJ,160.0,2012-04-02
Maryn McKenna,Jonathan Eisen,Beating Back the Devil,['Fiction'],NrSanW6Am2UC,336.0,2009-01-07
Edward R. Tufte,Jeff Atwood,Beautiful Evidence,['Medical'],Q_3CMS28mQQC,320.0,2008-06-17
Jess Walter,Anderson Cooper,Beautiful Ruins,['Computers'],v302PAAACAAJ,213.0,2006
Gretchen McCulloch,Daniel Pink,Because Internet,['Fiction'],LfEH-MV9Td0C,352.0,2013-04-02
Michelle Obama,Barack Obama | Oprah Winfrey | Selena Gomez | Brené Brown,Becoming,['BUSINESS & ECONOMICS'],bbqkDwAAQBAJ,326.0,2019
Brent Schlender,Bill Gates | Keith Rabois | Marc Andreessen | Peter Attia | Brian Armstrong | Jack Dorsey | Jim Collins | Ed Catmull,Becoming Steve Jobs,['Biography & Autobiography'],hi17DwAAQBAJ,400.0,2018-11-13
Krista Tippett,Matt Mullenweg,Becoming Wise,['Biography & Autobiography'],9ntoBAAAQBAJ,464.0,2015-03-24
Joe Calloway,Mike Shinoda,Becoming a Category of One,['Religion'],xiIoCgAAQBAJ,304.0,2016-04-05
Noah Hawley,Aubrey Plaza,Before the Fall,['Business & Economics'],9SA05G2wKd0C,223.0,2003-08-14
Carlo M. Cipolla,Ryan Petersen,Before the Industrial Revolution,['Fiction'],7vaKCwAAQBAJ,34.0,2016-01-19
Eddie S. Glaude Jr.,Walter Isaacson | Cory Booker,Begin Again,['History'],rCiIAgAAQBAJ,352.0,2004-08-02
Robert M. Sapolsky,Marc Andreessen | Vinod Khosla | Sam Harris | Bryan Johnson,Behave,['Social Science'],F9uXDwAAQBAJ,272.0,2020-06-30
Katherine Boo,Bill Gates | Nick Thompson,Behind the Beautiful Forevers,['Science'],sJKoDAAAQBAJ,800.0,2017-05-02
Marc Benioff,Keith Rabois | Tony Robbins | Eric Schmidt | Aaron Levie,Behind the Cloud,['Social Science'],j06jYMWxUjEC,288.0,2012-02-07
Imbolo Mbue,Oprah Winfrey,Behold the Dreamers,['Business & Economics'],AROjWlZyjUgC,304.0,2009-09-18
Evan Thomas,Bill Gates,Being Nixon,['Cameroonians'],nEcsDwAAQBAJ,416.0,2017-06-26
Kathryn Schulz,Peter Attia,Being Wrong,['Biography & Autobiography'],ZFoDBwAAQBAJ,640.0,2015-06-16
Eddie Izzard,Bill Gates,Believe Me,['Psychology'],5OCnB78Bsp0C,416.0,2011-01-04
Andrew Razeghi,Bryan Johnson,Bend the Curve,['Biography & Autobiography'],Zd9JBgAAQBAJ,368.0,2017-06-13
Ping Fu,Simon Sinek,"Bend, Not Break",,ivAxrgEACAAJ,,2015-03-16
Carl Van Doren,Charlie Munger,Benjamin Franklin,['Biography & Autobiography'],rNGLDQAAQBAJ,276.0,2013
Walter Isaacson,Elon Musk | Tim Ferriss | Ray Dalio | George Raveling | Brandon Stanton | Scott Belsky | Ed Zschau,Benjamin Franklin,['Biography & Autobiography'],TS0_PQAACAAJ,424.0,2002-03-01
Seamus Heaney,Stewart Brand,Beowulf,['Biography & Autobiography'],oIW915dDMBwC,608.0,2003-07-31
Philip Kerr,Lewis Cantley,Berlin Noir,['Poetry'],m-7crEM3A0AC,213.0,2001
Berlitz Guides,Ryan Petersen,Berlitz Essential Spanish,['Fiction'],IJlmhILkxsoC,848.0,1994-01-01
David Lehman,Rolf Potts,Best American Poetry,['Foreign Language Study'],yX4Xc6rN9p0C,261.0,1992
David S. Lifton,Joe Rogan,Best Evidence,['Poetry'],F8RWDwAAQBAJ,240.0,2018-09-18
Miranda Vickers,Noam Chomsky,Between Serb and Albanian,['History'],YVsPAAAACAAJ,747.0,1992
Leo Marks,Zooko Wilcox,Between Silk and Cyanide,['History'],bcH5kQEACAAJ,328.0,1998
Ta-Nehisi Coates,Barack Obama | Jack Dorsey | Jon Stewart | Bob Iger | Cal Fussman,Between the World and Me,['Biography & Autobiography'],I4zP8hSxIFIC,624.0,2001-04-29
Dick Winters,Jocko Willink,Beyond Band of Brothers,['Biography & Autobiography'],TV05BgAAQBAJ,176.0,2015-07-14
Terry McAuliffe,Bill Clinton,Beyond Charlottesville,['Biography & Autobiography'],iko-8lyJVuYC,320.0,2006-02-07
Jim Collins,Reed Hastings,Beyond Entrepreneurship,['Political Science'],YByIDwAAQBAJ,176.0,2019-07-30
Friedrich Nietzsche,Jordan Peterson,Beyond Good & Evil,['Business & Economics'],mcwxDQAAQBAJ,320.0,2017-03-23
Frances E. Lee,Ezra Klein,Beyond Ideology,"['Ethics, Modern']",yas8AAAAYAAJ,268.0,1907
Dalai Lama,Ray Dalio,Beyond Religion,['Political Science'],hAqgR9jJ7-UC,264.0,2009-12-15
Douglas S. Massey,Bill Gates,Beyond Smoke and Mirrors,['Philosophy'],A3ZC0fjNjuQC,188.0,2011
Alexander Green,Mr. Money Mustache,Beyond Wealth,['Business & Economics'],V25EPCC-6ecC,199.0,2003-09-11
Carl Safina,Emma Watson,Beyond Words,['Business & Economics'],STQZQ7xuxT0C,320.0,2011-03-31
Gordon Brown,Bill Gates,Beyond the Crash,['Nature'],6WfhBQAAQBAJ,480.0,2015-07-14
Jennifer L. Eberhardt PhD,Daniel Pink,Biased,['Business & Economics'],Xori5EWKAQoC,336.0,2010-12-07
Holiday Reinhorn,Rainn Wilson,Big Cats,['Social Science'],hpDODwAAQBAJ,368.0,2020-03-03
Cynthia Stokes Brown,Bill Gates,Big History,['Fiction'],DgJVINzmIN0C,224.0,2007-11-01
DK,Ryan Petersen,Big History,['History'],-zLiq2H8obMC,320.0,2012-11-06
Johan Rockström,Richard Branson,"Big World, Small Planet",['Science'],wCcCDQAAQBAJ,440.0,2016-10-04
Michael S. Malone,Ev Williams,Bill & Dave,['Nature'],hxuDCgAAQBAJ,208.0,2015-09-22
Tom Wright,Bill Gates | Alexis Ohanian,Billion Dollar Whale,['Law'],OpZqWmG0C70C,108.0,2008-10-01
Craig Karmin,Tim Ferriss,Biography of the Dollar,['Business & Economics'],_ulMDwAAQBAJ,400.0,2018-09-18
Ken Alibek,Jonathan Eisen,Biohazard,['Business & Economics'],7ejjSl4UYcgC,265.0,2009
Anne Lamott,Tim Ferriss | Ryan Holiday | Matt Mullenweg | Daniel Pink | Ramit Sethi | Mark Bittman | Susan Cain,Bird by Bird,['History'],wxfSAgAAQBAJ,336.0,2014-03-05
Mark Hurst,Ev Williams,Bit Literacy,['Language Arts & Disciplines'],dwfGvtzvte4C,272.0,2007-12-18
Stephen C. Schlesinger,Noam Chomsky,Bitter Fruit,['Business & Economics'],N7zXPAAACAAJ,180.0,2007
Anna Sewell,J.K. Rowling,Black Beauty,['Guatemala'],zNxqAAAAMAAJ,320.0,1982
Matthew Syed,Richard Branson | Daniel Ek,Black Box Thinking,['Fiction'],q2qyoYslG1kC,238.0,2008
Robert M. Drake,Khloé Kardashian,Black ButterFly,['Psychology'],nM33BQAAQBAJ,352.0,2015-09-10
Sheelah Kolhatkar,Peter Attia | Max Levchin,Black Edge,['Poetry'],IGe2DAAAQBAJ,272.0,2016-10-11
Joe Jackson,Joe Rogan,Black Elk,['Business & Economics'],KY1EDwAAQBAJ,368.0,2018
Joby Warrick,Bob Iger,Black Flags,['Biography & Autobiography'],YCgKDAAAQBAJ,624.0,2016-10-25
Thomas Sowell,Ben Shapiro,Black Rednecks & White Liberals,['Political Science'],x2reDAAAQBAJ,384.0,2016
David Mitchell,Gretchen Rubin,Black Swan Green,,gMLieJOtWwIC,580.0,2010-09-17
Anna Quindlen,Oprah Winfrey,Black and Blue,['Fiction'],n8zIPJIsubEC,304.0,2006-04-11
Sara Paretsky,Donald Knuth,Blacklist,['Fiction'],n-goOxfFfscC,288.0,2010-08-25
Leslie Patricelli,Paul Graham,Blankie,['Chicago (Ill.)'],G73-JT0NVUoC,415.0,2003
Douglas Preston,Donald Knuth,Blasphemy,['Juvenile Fiction'],S8ONDQAAQBAJ,24.0,2017-01-03
Charles Dickens,Neil Gaiman,Bleak House,['Fiction'],p8spys80RjkC,416.0,2008-01-08
Malcolm Gladwell,Ev Williams | Mike Shinoda,Blink,,KlsJAAAAQAAJ,624.0,1853
Reid Hoffman,Bill Gates | Sam Altman | Vinod Khosla | Eric Schmidt | Brian Chesky,Blitzscaling,['Business & Economics'],VKGbb1hg8JAC,320.0,2007-04-03
Cormac McCarthy,Jocko Willink,Blood Meridian,['Business & Economics'],L91GDwAAQBAJ,336.0,2018-10-09
Kathy Acker,Amanda Palmer,Blood and Guts in High School,['Fiction'],s-QzccStux4C,368.0,2010-08-11
Hampton Sides,Joe Rogan,Blood and Thunder,['Fiction'],qSY8wsmh38EC,165.0,1989
Timothy Snyder,Eric Weinstein | Peter Thiel,Bloodlands,['History'],JzwrddRHDIAC,624.0,2007-10-09
Rachel Maddow,Fareed Zakaria,Blowout,['History'],maEfAQAAQBAJ,544.0,2012-10-02
William Least Heat-Moon,George Raveling,Blue Highways,['Political Science'],bXuODwAAQBAJ,432.0,2019-10-01
Wallace J. Nichols,Laird Hamilton,Blue Mind,['Travel'],lqN1DyLWwQsC,420.0,2012-04-03
W. Chan Kim,Tim Ferriss | Daymond John | Aaron Levie,Blue Ocean Strategy,['Psychology'],ISc_AQAAQBAJ,352.0,2014-07-22
Joseph Wechsberg,Nick Kokonas,Blue Trout and Black Truffles,['Business & Economics'],A-90l_KebjcC,240.0,2005
Nicholas A. Christakis,Bill Gates | Eric Schmidt,Blueprint,['Cooking'],Mw-SBQAAQBAJ,288.0,2005-08-01
Ann Sperber,Jerrod Carmichael,Bogart,['Science'],EBBlDwAAQBAJ,544.0,2019-03-26
John C. Bogle,Mr. Money Mustache,Bogle On Mutual Funds,['Biography & Autobiography'],hqREPgAACAAJ,688.0,1998-05-20
Leonard Cohen,Craig Newmark,Book of Longing,['Business & Economics'],JwD0BgAAQBAJ,368.0,2015-04-27
Will Schwalbe,Anderson Cooper,Books for Living,['Poetry'],ZSbiAXUaf34C,240.0,2008-11-19
Gao Yuan,Paul Graham,Born Red,['Biography & Autobiography'],v2bMDQAAQBAJ,272.0,2017
Steve Martin,Marc Andreessen | Adam Savage | Bill Nye | Jason Calacanis,Born Standing Up,['History'],OrN_UGo9S0UC,416.0,1987-06-01
Trevor Noah,Bill Gates,Born a Crime,['Biography & Autobiography'],Xjasgu7430UC,224.0,2008-09-04
Bruce Springsteen,Bob Iger,Born to Run,['Juvenile Nonfiction'],kwfWDwAAQBAJ,304.0,2020-04-07
Christopher McDougall,Turia Pitt,Born to Run,['Biography & Autobiography'],HCszDwAAQBAJ,528.0,2017-09-05
Louis Hyman,Mr. Money Mustache,Borrow,['Social Science'],QQiPoNLNhLsC,287.0,2011
Woody Guthrie,Bob Dylan,Bound for Glory,['Business & Economics'],xBQToJTCAMMC,200.0,2012-01-24
Henry Cloud,Dave Ramsey | Greg McKeown,Boundaries,['Biography & Autobiography'],la3HAAAAQBAJ,320.0,1983-09-15
Robert Coram,Ryan Holiday,Boyd,['Religion'],RGg6aI79vgIC,304.0,2008-09-09
Larry W. Swanson,Jordan Peterson,Brain Architecture,['Biography & Autobiography'],wWHIpt3EowQC,504.0,2002-11-21
John Medina,Bill Gates | James Altucher,Brain Rules,['Medical'],4rAlwYWVEroC,331.0,2012
Cheryl Strayed,Emma Watson | Amelia Boone,Brave Enough,['Science'],86HoBAAAQBAJ,304.0,2014-04-22
Ernie Pyle,Jocko Willink,Brave Men,['Self-Help'],X5omCgAAQBAJ,160.0,2015-10-27
John Robb,Ryan Holiday,Brave New War,['History'],St1zCwAAQBAJ,,2016-01-01
Aldous Huxley,Jordan Peterson | Stewart Brand | Sam Altman | Matt Mullenweg | Tristan Harris | Yuval Noah Harari,Brave New World,['Political Science'],P2FL0DfnR-wC,224.0,2008-04-28
James Carse,Graham Duncan,Breakfast at the Victory,['Foreign Language Study'],zyePPwAACAAJ,121.0,2009-02-27
Dr. Joe Dispenza,Dave Elitch,Breaking The Habit of Being Yourself,['Philosophy'],tuhqw13l0UkC,224.0,2009-10-13
Robert Garfield,Esther Perel,Breaking the Male Code,['Self-Help'],TvhX3ndbex4C,240.0,2012-02-15
Eugene M. Schwartz,Ramit Sethi | Neville Medhora,Breakthrough Advertising,['Self-Help'],wsTQBAAAQBAJ,320.0,2015-05-12
James Nestor,Caroline Paul,Breath,['Advertising'],BSf7AAAACAAJ,236.0,1966
Edwidge Danticat,Oprah Winfrey,"Breath, Eyes, Memory",['Science'],6lS9DwAAQBAJ,304.0,2020-05-26
Belisa Vranich,Laird Hamilton,Breathe,['Fiction'],sMCJDQAAQBAJ,288.0,2015
David Foster Wallace,Bill Gates,Brief Interviews with Hideous Men,['Health & Fitness'],bDLIDQAAQBAJ,240.0,2017-01-03
Jay McInerney,Eric Ripert,"Bright Lights, Big City",['Fiction'],EC-10nIgKIkC,336.0,2009-09-24
John D. MacDonald,Mike Rowe,Bright Orange for the Shroud,['Fiction'],jJSbAgAAQBAJ,192.0,2014-02-13
Ben Mezrich,Howard Marks,Bringing Down the House,['Fiction'],taoVamAQ58AC,304.0,2013-01-08
Wendell Berry,Samin Nosrat,Bringing It to the Table,['Biography & Autobiography'],CYwslODoc2cC,273.0,2008-02-01
Don Winslow,Brian Koppelman,Broken,,UJmcdGawD0cC,316.0,2010-05-01
Richard K. Morgan,Zooko Wilcox,Broken Angels,['Fiction'],U0qhDwAAQBAJ,352.0,2020-04-07
Joel N. Shurkin,Bill Gates,Broken Genius,['Fiction'],V3t3YC9bwpcC,384.0,2004-03-02
Tom Sileo,Jocko Willink,Brothers Forever,['History'],cRb_qzEwWWAC,378.0,2006-06-13
Emily Chang,Arianna Huffington | Tom Peters,Brotopia,['Biography & Autobiography'],FCySAgAAQBAJ,312.0,2014-05-13
Stephen Batchelor,Edward Norton,Buddhism without Beliefs,['Business & Economics'],W8CGDwAAQBAJ,336.0,2019-03-05
Roger Lowenstein,Bill Gates,Buffett,['Religion'],eeaGAwAAQBAJ,144.0,1998-03-01
Donald Miller,Dave Ramsey,Building a StoryBrand,['Biography & Autobiography'],MFkKf4zIqbkC,512.0,2013-07-24
Derek Lidow,Ed Zschau,Building on Bedrock,['Business & Economics'],b3xDDgAAQBAJ,240.0,2017-10-10
Bernie Marcus,Frank Blake,Built from Scratch,['Business & Economics'],L4M7DwAAQBAJ,288.0,2018-04-22
Jim Collins,Ev Williams | Jeff Bezos,Built to Last,['Business & Economics'],SbmdDwAAQBAJ,352.0,2019-08-20
Maggie Mahar,Warren Buffett,Bull!,['Business & Economics'],kwNccj6uiLMC,368.0,2011-08-30
Gore Vidal,David Sabatini,Burr,['Business & Economics'],X1amHI5ra3wC,528.0,2009-10-13
Adam Hochschild,Jack Kornfield,Bury the Chains,['Fiction'],xhwYjjgL6FcC,448.0,2011-08-31
John Brooks,Bill Gates | Patrick Collison | Warren Buffett,Business Adventures,['History'],8p6c9N5K2i0C,468.0,2006
Christy Wright,Dave Ramsey,Business Boutique,['Business & Economics'],ZMPTAwAAQBAJ,400.0,2014-07-08
Robert A. Brady,Noam Chomsky,Business as a System of Power,['Business & Economics'],useSDwAAQBAJ,336.0,2017-04-17
Chuck Klosterman,Marc Andreessen | Bryan Johnson,But What If We're Wrong?,['Business & Economics'],p_hADwAAQBAJ,340.0,2017-11-30
Cynthia Kuhn Ph.D.,Hamilton Morris,Buzzed,['Biography & Autobiography'],Lcd8DgAAQBAJ,288.0,2017-04-25
Tom Norris,Jocko Willink,By Honor Bound,['Drugs of abuse'],E09QkgEACAAJ,317.0,1998
Brian W. Kernighan,Patrick Collison,C Programming Language,['Biography & Autobiography'],D7LPCgAAQBAJ,320.0,2016-05-17
Marty Gallagher,Tim Ferriss | Mark Bell,"COAN The Man, The Myth, The Method",['Computers'],Yi5FI5QcdmYC,285.0,1988-03-22
Silvanus P. Thompson,Naval Ravikant,Calculus Made Easy,['Bodybuilding'],-CeAGwAACAAJ,,1999
Michael Spivak,Eric Weinstein,Calculus On Manifolds,['Study Aids'],Cj-uAgAAQBAJ,336.0,2014-03-18
Kevin Starr,Arnold Schwarzenegger,California,['Science'],oMGc3zwvw34C,144.0,1965
André Aciman,Sam Altman,Call Me by Your Name,['History'],antycYtRXOUC,370.0,2007
Michael Vickery,Noam Chomsky,"Cambodia, 1975-1982",['Fiction'],ar4j52mEdLoC,256.0,2008-01-22
Stephen A. Mitchell,Esther Perel,Can Love Last?,['History'],6Ow-PgAACAAJ,369.0,2000-03-01
Anthony Trollope,Tim O’Reilly,Can You Forgive Her?,['Family & Relationships'],BHDIMahMlhEC,224.0,2003-02-17
David Goggins,Joe Rogan | Marc Andreessen,Can't Hurt Me,['Fiction'],-jPZoPaqz4sC,703.0,2012-03-08
Aleksandr Solzhenitsyn,Jordan Peterson,Cancer Ward,,i-VtzQEACAAJ,364.0,2020-03-10
Thomas Seyfried,Dominic D'Agostino,Cancer as a Metabolic Disease,['Fiction'],WK1JRudJ96oC,576.0,2011-10-31
Voltaire,Ryan Holiday,Candide,['Science'],4lrIjiL_hw8C,438.0,2012-05-18
